"Scientific","MSWFamilyLatin","Diet.Inv","Diet.Vend","Diet.Vect","Diet.Vfish","Diet.Vunk","Diet.Scav","Diet.Fruit","Diet.Nect","Diet.Seed","Diet.PlantO","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","BodyMass.Value"
"Ratufa indica","Sciuridae",10,0,0,0,10,0,30,0,30,20,0,0,1,6.96696713861398
"Ratufa macroura","Sciuridae",10,0,0,0,10,0,30,0,30,20,0,0,1,7.19148956918582
"Sciurillus pusillus","Sciuridae",0,0,0,0,0,0,30,20,20,30,0,0,1,3.68887945411394
"Microsciurus alfari","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.48300255201388
"Microsciurus santanderensis","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.61313835563727
"Microsciurus mimulus","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.79579054559674
"Microsciurus flaviventer","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.53259949315326
"Rheithrosciurus macrotis","Sciuridae",0,0,0,0,0,0,100,0,0,0,0,0,1,7.11151211649616
"Sciurus carolinensis","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.22949671091594
"Sciurus nayaritensis","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.54821910276237
"Sciurus niger","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.63712696109618
"Sciurus oculatus","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.47849428110749
"Sciurus variegatoides","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.18620862390049
"Sciurus vulgaris","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,5.8111409929767
"Sciurus colliaei","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.21260609575152
"Sciurus aureogaster","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.39024066706535
"Sciurus arizonensis","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.47387526413443
"Sciurus yucatanensis","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,5.42053499927229
"Sciurus alleni","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.07649479629256
"Sciurus lis","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,5.58086126114369
"Sciurus deppei","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,5.25227342804663
"Sciurus aberti","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.4377356496084
"Sciurus stramineus","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.07373553954078
"Sciurus richmondi","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,5.32787616878958
"Sciurus pucheranii","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.68961170691256
"Sciurus sanborni","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,4.91998092582813
"Sciurus gilvigularis","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.68961170691256
"Sciurus granatensis","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,5.52545293913178
"Sciurus ignitus","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,5.25227342804663
"Sciurus aestuans","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,5.2257466737132
"Sciurus anomalus","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,5.54907608489522
"Sciurus flammifer","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,8.36497164960509
"Sciurus pyrrhinus","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.18001665365257
"Sciurus griseus","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.59578051396131
"Sciurus spadiceus","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.00223137621887
"Sciurus igniventris","Sciuridae",0,0,0,0,0,0,20,0,50,30,0,0,1,6.55250788703459
"Tamiasciurus hudsonicus","Sciuridae",0,20,0,0,10,0,20,10,20,20,0,0,1,5.30910892762624
"Tamiasciurus mearnsi","Sciuridae",0,20,0,0,10,0,20,10,20,20,0,0,1,5.4492342518649
"Tamiasciurus douglasii","Sciuridae",0,20,0,0,10,0,20,10,20,20,0,0,1,5.42053499927229
"Aeretes melanopterus","Sciuridae",10,0,0,0,0,0,20,0,50,20,1,0,0,6.62569736128058
"Aeromys thomasi","Sciuridae",10,0,0,0,0,0,30,0,30,30,1,0,0,7.26961674960817
"Aeromys tephromelas","Sciuridae",10,0,0,0,0,0,30,0,30,30,1,0,0,6.98100574072173
"Belomys pearsonii","Sciuridae",10,0,0,0,0,0,20,0,50,20,1,0,0,5.38449506278909
"Biswamoyopterus biswasi","Sciuridae",0,0,0,0,0,0,30,20,40,10,1,0,0,7.38665670516348
"Glaucomys volans","Sciuridae",0,0,0,0,0,0,30,0,40,30,1,0,0,4.17238526722496
"Glaucomys sabrinus","Sciuridae",0,0,0,0,0,0,30,0,40,30,1,0,0,5.11799381241676
"Petaurista leucogenys","Sciuridae",10,0,0,0,0,0,30,0,30,30,1,0,0,7.04838640872188
"Petaurista alborufus","Sciuridae",10,0,0,0,0,0,30,0,30,30,1,0,0,8.36427508499152
"Petaurista elegans","Sciuridae",10,0,0,0,0,0,30,0,30,30,1,0,0,6.90575327631146
"Petaurista magnificus","Sciuridae",10,0,0,0,0,0,30,0,30,30,1,0,0,7.29742970118398
"Petaurista petaurista","Sciuridae",10,0,0,0,0,0,30,0,30,30,1,0,0,7.41525337265542
"Petaurista philippensis","Sciuridae",10,0,0,0,0,0,30,0,30,30,1,0,0,7.42476176182321
"Petaurista xanthotis","Sciuridae",10,0,0,0,0,0,30,0,30,30,1,0,0,7.55013534248843
"Petaurista nobilis","Sciuridae",10,0,0,0,0,0,30,0,30,30,1,0,0,7.90507284949867
"Petinomys crinitus","Sciuridae",0,0,0,0,0,0,30,0,30,40,1,0,0,4.7361984483945
"Petinomys vordermanni","Sciuridae",0,0,0,0,0,0,30,0,30,40,1,0,0,3.72303930576064
"Petinomys setosus","Sciuridae",0,0,0,0,0,0,30,0,30,40,1,0,0,3.67478052973443
"Petinomys sagitta","Sciuridae",0,0,0,0,0,0,30,0,30,40,1,0,0,3.93182563272433
"Petinomys mindanensis","Sciuridae",0,0,0,0,0,0,30,0,30,40,1,0,0,4.93188064540735
"Petinomys lugens","Sciuridae",0,0,0,0,0,0,30,0,30,40,1,0,0,6.07304453410041
"Petinomys hageni","Sciuridae",0,0,0,0,0,0,30,0,30,40,1,0,0,5.96357934361845
"Petinomys fuscocapillus","Sciuridae",0,0,0,0,0,0,30,0,30,40,1,0,0,6.67897084777784
"Petinomys genibarbis","Sciuridae",0,0,0,0,0,0,30,0,30,40,1,0,0,4.70953020131233
"Pteromys momonga","Sciuridae",10,0,0,0,0,0,30,0,30,30,1,0,0,5.69846837983243
"Pteromys volans","Sciuridae",10,0,0,0,0,0,30,0,30,30,1,0,0,4.9750081164531
"Pteromyscus pulverulentus","Sciuridae",0,0,0,0,0,0,30,0,20,50,1,1,1,5.81487652216179
"Trogopterus xanthipes","Sciuridae",0,0,0,0,0,0,30,0,40,30,1,0,0,6.61464516801476
"Callosciurus albescens","Sciuridae",20,0,0,0,10,0,20,0,20,30,0,0,1,5.40218176357832
"Callosciurus caniceps","Sciuridae",20,0,0,0,10,0,20,0,20,30,0,0,1,5.55295958492162
"Callosciurus baluensis","Sciuridae",20,0,0,0,10,0,20,0,20,30,0,0,1,5.87773578177964
"Callosciurus erythraeus","Sciuridae",20,0,0,0,10,0,20,0,20,30,0,0,1,5.63835466933375
"Callosciurus phayrei","Sciuridae",20,0,0,0,10,0,20,0,20,30,0,0,1,5.59842195899838
"Callosciurus prevostii","Sciuridae",20,0,0,0,10,0,20,0,20,30,0,0,1,5.8929141233787
"Callosciurus pygerythrus","Sciuridae",20,0,0,0,10,0,20,0,20,30,0,0,1,5.53338948872752
"Callosciurus quinquestriatus","Sciuridae",20,0,0,0,10,0,20,0,20,30,0,0,1,5.34123316752487
"Callosciurus notatus","Sciuridae",20,0,0,0,10,0,20,0,20,30,0,0,1,5.29078910012725
"Callosciurus orestes","Sciuridae",20,0,0,0,10,0,20,0,20,30,0,0,1,5.63121178182137
"Callosciurus nigrovittatus","Sciuridae",20,0,0,0,10,0,20,0,20,30,0,0,1,5.31320597904179
"Callosciurus adamsi","Sciuridae",20,0,0,0,10,0,20,0,20,30,0,0,1,4.90897164031976
"Callosciurus melanogaster","Sciuridae",20,0,0,0,10,0,20,0,20,30,0,0,1,5.63121178182137
"Callosciurus inornatus","Sciuridae",20,0,0,0,10,0,20,0,20,30,0,0,1,5.78689738136671
"Callosciurus finlaysonii","Sciuridae",20,0,0,0,10,0,20,0,20,30,0,0,1,5.63121178182137
"Sundasciurus hippurus","Sciuridae",10,0,0,0,0,0,60,0,0,30,0,0,1,6.00942724748215
"Sundasciurus mindanensis","Sciuridae",10,0,0,0,0,0,60,0,0,30,0,0,1,5.10872947376204
"Sundasciurus moellendorffi","Sciuridae",10,0,0,0,0,0,60,0,0,30,0,0,1,5.53338948872752
"Sundasciurus rabori","Sciuridae",10,0,0,0,0,0,60,0,0,30,0,0,1,5.0998664278242
"Sundasciurus juvencus","Sciuridae",10,0,0,0,0,0,60,0,0,30,0,0,1,5.07573615709
"Sundasciurus hoogstraali","Sciuridae",10,0,0,0,0,0,60,0,0,30,0,0,1,5.07629818289554
"Sundasciurus davensis","Sciuridae",10,0,0,0,0,0,60,0,0,30,0,0,1,5.11210826302689
"Sundasciurus philippinensis","Sciuridae",10,0,0,0,0,0,60,0,0,30,0,0,1,5.50125821054473
"Sundasciurus steerii","Sciuridae",10,0,0,0,0,0,60,0,0,30,0,0,1,5.53338948872752
"Sundasciurus samarensis","Sciuridae",10,0,0,0,0,0,60,0,0,30,0,0,1,5.42053499927229
"Sundasciurus jentinki","Sciuridae",10,0,0,0,0,0,60,0,0,30,0,0,1,4.34380542185368
"Sundasciurus brookei","Sciuridae",10,0,0,0,0,0,60,0,0,30,0,0,1,4.75789127300576
"Sundasciurus tenuis","Sciuridae",10,0,0,0,0,0,60,0,0,30,0,0,1,4.3141492122708
"Sundasciurus lowii","Sciuridae",10,0,0,0,0,0,60,0,0,30,0,0,1,4.48300255201388
"Sundasciurus fraterculus","Sciuridae",10,0,0,0,0,0,60,0,0,30,0,0,1,5.05311990570241
"Dremomys pyrrhomerus","Sciuridae",20,0,0,0,0,0,30,0,30,20,0,0,1,5.12829980421025
"Dremomys rufigenis","Sciuridae",20,0,0,0,0,0,30,0,30,20,0,0,1,5.30330490805908
"Dremomys pernyi","Sciuridae",20,0,0,0,0,0,30,0,30,20,0,0,1,5.29646565318456
"Dremomys lokriah","Sciuridae",20,0,0,0,0,0,30,0,30,20,0,0,1,5.42934562895444
"Dremomys gularis","Sciuridae",20,0,0,0,0,0,30,0,30,20,0,0,1,5.25733910981948
"Dremomys everetti","Sciuridae",20,0,0,0,0,0,30,0,30,20,0,0,1,5.00058495824275
"Glyphotes simus","Sciuridae",10,0,0,0,0,0,20,0,50,20,0,0,1,3.93182563272433
"Hyosciurus ileile","Sciuridae",10,0,0,0,0,0,20,0,50,20,0,0,1,5.75574221358691
"Hyosciurus heinrichi","Sciuridae",10,0,0,0,0,0,20,0,50,20,0,0,1,5.6937321388027
"Lariscus insignis","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,5.30330490805908
"Lariscus niobe","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,5.2533200006173
"Lariscus obscurus","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,5.48972254207503
"Lariscus hosei","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,5.19849703126583
"Menetes berdmorei","Sciuridae",10,0,0,0,0,0,20,0,50,20,0,0,1,5.25227342804663
"Nannosciurus melanotis","Sciuridae",10,0,0,0,0,0,20,0,50,20,0,0,1,3.93182563272433
"Prosciurillus weberi","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,4.67525579355478
"Prosciurillus rosenbergii","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,4.51535488166573
"Prosciurillus abstrusus","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,4.38452351487247
"Prosciurillus murinus","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,4.30271282795416
"Prosciurillus leucomus","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,4.85981240436167
"Rhinosciurus laticaudatus","Sciuridae",80,0,0,0,0,0,20,0,0,0,0,0,1,5.43481311113657
"Rubrisciurus rubriventer","Sciuridae",10,0,0,0,0,0,20,0,50,20,0,0,1,4.87152647172512
"Tamiops rodolphii","Sciuridae",20,0,0,0,0,0,40,0,40,0,0,0,1,4.18889687916332
"Tamiops swinhoei","Sciuridae",20,0,0,0,0,0,40,0,40,0,0,0,1,4.45434729625351
"Tamiops mcclellandii","Sciuridae",20,0,0,0,0,0,40,0,40,0,0,0,1,3.84673753872952
"Tamiops maritimus","Sciuridae",20,0,0,0,0,0,40,0,40,0,0,0,1,4.26731699628995
"Atlantoxerus getulus","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,1,1,5.52942908751142
"Spermophilopsis leptodactylus","Sciuridae",20,0,0,0,0,0,20,0,20,40,0,0,1,6.39859493453521
"Xerus rutilus","Sciuridae",10,0,0,0,20,0,20,0,30,20,0,0,1,5.76362247501222
"Xerus erythropus","Sciuridae",10,0,0,0,20,0,20,0,30,20,0,0,1,6.22138508270122
"Xerus inauris","Sciuridae",10,0,0,0,20,0,20,0,30,20,0,0,1,6.27287700654617
"Xerus princeps","Sciuridae",10,0,0,0,20,0,20,0,30,20,0,0,1,6.45676965557216
"Epixerus ebii","Sciuridae",20,0,0,0,0,0,80,0,0,0,0,1,1,6.38519439899773
"Funisciurus substriatus","Sciuridae",10,0,0,0,0,0,40,0,50,0,0,1,1,5.23110861685459
"Funisciurus pyrropus","Sciuridae",10,0,0,0,0,0,40,0,50,0,0,1,1,5.6970934865054
"Funisciurus leucogenys","Sciuridae",10,0,0,0,0,0,40,0,50,0,0,1,1,5.52545293913178
"Funisciurus lemniscatus","Sciuridae",10,0,0,0,0,0,40,0,50,0,0,1,1,4.95582705760126
"Funisciurus carruthersi","Sciuridae",10,0,0,0,0,0,40,0,50,0,0,1,1,5.65948221575962
"Funisciurus congicus","Sciuridae",10,0,0,0,0,0,40,0,50,0,0,1,1,4.72738781871234
"Funisciurus anerythrus","Sciuridae",10,0,0,0,0,0,40,0,50,0,0,1,1,5.3890717298165
"Funisciurus isabella","Sciuridae",10,0,0,0,0,0,40,0,50,0,0,1,1,4.70048036579242
"Funisciurus bayonii","Sciuridae",10,0,0,0,0,0,40,0,50,0,0,1,1,4.91265488573605
"Heliosciurus undulatus","Sciuridae",20,0,0,0,20,0,30,0,30,0,0,1,1,5.85315030630702
"Heliosciurus ruwenzorii","Sciuridae",20,0,0,0,20,0,30,0,30,0,0,1,1,5.67675380226828
"Heliosciurus mutabilis","Sciuridae",20,0,0,0,20,0,30,0,30,0,0,1,1,5.96870755998537
"Heliosciurus gambianus","Sciuridae",20,0,0,0,20,0,30,0,30,0,0,1,1,5.69035945432406
"Heliosciurus punctatus","Sciuridae",20,0,0,0,20,0,30,0,30,0,0,1,1,5.16478597392351
"Heliosciurus rufobrachium","Sciuridae",20,0,0,0,20,0,30,0,30,0,0,1,1,5.92023703781961
"Paraxerus ochraceus","Sciuridae",0,0,0,0,0,0,40,0,40,20,0,0,1,4.65681341913993
"Paraxerus cooperi","Sciuridae",0,0,0,0,0,0,40,0,40,20,0,0,1,5.52545293913178
"Paraxerus vexillarius","Sciuridae",0,0,0,0,0,0,40,0,40,20,0,0,1,6.51619307604296
"Paraxerus vincenti","Sciuridae",0,0,0,0,0,0,40,0,40,20,0,0,1,5.25326769799431
"Paraxerus lucifer","Sciuridae",0,0,0,0,0,0,40,0,40,20,0,0,1,6.55250788703459
"Paraxerus flavovittis","Sciuridae",0,0,0,0,0,0,40,0,40,20,0,0,1,5.08140436498446
"Paraxerus palliatus","Sciuridae",0,0,0,0,0,0,40,0,40,20,0,0,1,5.73757179781228
"Paraxerus boehmi","Sciuridae",0,0,0,0,0,0,40,0,40,20,0,0,1,4.26267987704132
"Paraxerus alexandri","Sciuridae",0,0,0,0,0,0,40,0,40,20,0,0,1,3.97029191355212
"Paraxerus poensis","Sciuridae",0,0,0,0,0,0,40,0,40,20,0,0,1,4.83230575857184
"Paraxerus cepapi","Sciuridae",0,0,0,0,0,0,40,0,40,20,0,0,1,5.19849703126583
"Protoxerus stangeri","Sciuridae",0,0,0,0,0,0,30,0,70,0,0,0,1,6.43374362833886
"Protoxerus aubinnii","Sciuridae",0,0,0,0,0,0,30,0,70,0,0,0,1,5.86078622346587
"Sciurotamias davidianus","Sciuridae",10,0,0,0,0,0,20,0,50,20,0,0,1,6.07421895940033
"Sciurotamias forresti","Sciuridae",10,0,0,0,0,0,20,0,50,20,0,0,1,6.07421895940033
"Ammospermophilus interpres","Sciuridae",20,0,0,0,0,10,20,0,20,30,0,0,1,4.7122292582815
"Ammospermophilus insularis","Sciuridae",20,0,0,0,0,10,20,0,20,30,0,0,1,4.81470150988244
"Ammospermophilus harrisii","Sciuridae",20,0,0,0,0,10,20,0,20,30,0,0,1,4.81218435537242
"Ammospermophilus nelsoni","Sciuridae",20,0,0,0,0,10,20,0,20,30,0,0,1,5.08388575583585
"Ammospermophilus leucurus","Sciuridae",20,0,0,0,0,10,20,0,20,30,0,0,1,4.65081254386679
"Marmota monax","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,8.24347187913306
"Marmota himalayana","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,8.5173931714189
"Marmota marmota","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,7.60638738977265
"Marmota camtschatica","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,8.16080392095467
"Marmota sibirica","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,8.98732181285012
"Marmota caudata","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,8.37816098272068
"Marmota broweri","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,8.13329386122263
"Marmota bobak","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,8.61268517287546
"Marmota baibacina","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,8.92279162396964
"Marmota menzbieri","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,8.08671792030391
"Marmota olympus","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,8.74846204289112
"Marmota vancouverensis","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,8.74846204289112
"Marmota flaviventris","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,8.11700215093076
"Marmota caligata","Sciuridae",0,0,0,0,0,0,30,0,30,40,0,0,1,8.88613676697011
"Tamias striatus","Sciuridae",20,0,0,0,0,0,20,0,30,30,0,0,1,4.72659104119243
"Tamias sibiricus","Sciuridae",10,0,0,0,0,0,10,0,60,20,0,0,1,4.45434729625351
"Tamias quadrimaculatus","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.45725005591147
"Tamias quadrivittatus","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.14630430115281
"Tamias ruficaudus","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.23410650459726
"Tamias rufus","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.00003388275086
"Tamias senex","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.50369101703824
"Tamias sonomae","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.33073334028633
"Tamias umbrinus","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.15888308335967
"Tamias siskiyou","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.33073334028633
"Tamias panamintinus","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,3.9759363311718
"Tamias townsendii","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.32783440559045
"Tamias cinereicollis","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.13836144763888
"Tamias amoenus","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,3.94158180766969
"Tamias bulleri","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.61512051684126
"Tamias palmeri","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.254193263164
"Tamias speciosus","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.14313472639153
"Tamias alpinus","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,3.62567337821014
"Tamias dorsalis","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.2780540442909
"Tamias durangae","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.45434729625351
"Tamias merriami","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.32809829264833
"Tamias minimus","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.91463821176173
"Tamias obscurus","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.30406509320417
"Tamias ochrogenys","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.52936847257181
"Tamias canipes","Sciuridae",0,0,0,0,0,0,50,0,50,0,0,0,1,4.26829786934554
"Graphiurus lorraineus","Gliridae",20,20,0,0,20,0,20,0,20,0,1,0,0,3.3322045101752
"Graphiurus surdus","Gliridae",20,20,0,0,20,0,20,0,20,0,1,0,0,3.04499851485691
"Graphiurus rupicola","Gliridae",20,20,0,0,20,0,20,0,20,0,1,0,0,3.23985423125339
"Graphiurus platyops","Gliridae",20,20,0,0,20,0,20,0,20,0,1,0,0,3.85227300102237
"Graphiurus ocularis","Gliridae",20,20,0,0,20,0,20,0,20,0,1,0,0,3.44361809754611
"Graphiurus murinus","Gliridae",20,20,0,0,20,0,20,0,20,0,1,0,0,2.99972429482353
"Graphiurus kelleni","Gliridae",20,20,0,0,20,0,20,0,20,0,1,0,0,2.4423470353692
"Graphiurus johnstoni","Gliridae",20,20,0,0,20,0,20,0,20,0,1,0,0,3.21727454350123
"Graphiurus christyi","Gliridae",20,20,0,0,20,0,20,0,20,0,1,0,0,3.21205259952008
"Graphiurus angolensis","Gliridae",20,20,0,0,20,0,20,0,20,0,1,0,0,3.21727454350123
"Graphiurus microtis","Gliridae",20,20,0,0,20,0,20,0,20,0,1,0,0,3.26499576048175
"Graphiurus monardi","Gliridae",20,20,0,0,20,0,20,0,20,0,1,0,0,3.26001776819938
"Graphiurus nagtglasii","Gliridae",20,20,0,0,20,0,20,0,20,0,1,0,0,3.43398720448515
"Graphiurus crassicaudatus","Gliridae",20,20,0,0,20,0,20,0,20,0,1,0,0,3.6691868207682
"Chaetocauda sichuanensis","Gliridae",10,10,0,0,10,0,20,0,30,20,1,0,0,3.48154773431581
"Dryomys nitedula","Gliridae",10,10,0,0,10,0,20,0,30,20,1,0,0,3.54385368206368
"Dryomys laniger","Gliridae",10,10,0,0,10,0,20,0,30,20,1,0,0,3.04452243772342
"Dryomys niethammeri","Gliridae",10,10,0,0,10,0,20,0,30,20,1,0,0,3.29286950477653
"Eliomys melanurus","Gliridae",30,30,0,0,0,0,20,0,20,0,1,0,0,4.60216567696779
"Eliomys munbyanus","Gliridae",30,30,0,0,0,0,20,0,20,0,1,0,0,4.67786287138153
"Eliomys quercinus","Gliridae",30,30,0,0,0,0,20,0,20,0,1,0,0,4.75359019110636
"Muscardinus avellanarius","Gliridae",10,0,0,0,0,0,10,70,0,10,1,0,0,3.3499040872746
"Myomimus setzeri","Gliridae",10,20,0,0,10,0,30,0,30,0,1,0,0,3.65687265797885
"Myomimus personatus","Gliridae",10,20,0,0,10,0,30,0,30,0,1,0,0,3.65013862579751
"Myomimus roachi","Gliridae",10,20,0,0,10,0,30,0,30,0,1,0,0,3.63732296719953
"Glirulus japonicus","Gliridae",30,0,0,0,20,0,30,0,20,0,1,0,0,4.15872682115137
"Glis glis","Gliridae",0,0,0,0,0,0,40,0,60,0,1,1,0,4.86050983551862
"Dipodomys nitratoides","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,3.80443779474821
"Dipodomys ordii","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.1174098351531
"Dipodomys panamintinus","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.3267781604434
"Dipodomys phillipsii","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,3.73766961828337
"Dipodomys simulans","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.26773748827175
"Dipodomys nelsoni","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.49535531998088
"Dipodomys stephensi","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.25915253652335
"Dipodomys gravipes","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.44229825301545
"Dipodomys venustus","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.29045944114839
"Dipodomys spectabilis","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.91910462958394
"Dipodomys microps","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.01818320125654
"Dipodomys merriami","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,3.76120011569356
"Dipodomys heermanni","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.29045944114839
"Dipodomys elator","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.36309862478836
"Dipodomys deserti","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.65871095291612
"Dipodomys compactus","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,3.91701054693918
"Dipodomys californicus","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.45388207177431
"Dipodomys agilis","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.07499183370629
"Dipodomys ingens","Heteromyidae",20,0,0,0,0,0,20,0,30,30,1,0,0,4.90416304958574
"Allactodipus bobrinskii","Dipodidae",20,0,0,0,0,0,10,0,40,30,1,0,0,4.19418989719182
"Dipus sagitta","Dipodidae",0,0,0,0,0,0,20,20,0,60,1,0,0,4.46187701616162
"Eremodipus lichtensteini","Dipodidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.95124371858143
"Paradipus ctenodactylus","Dipodidae",0,0,0,0,0,0,20,0,20,60,1,0,0,4.70057127075134
"Euchoreutes naso","Dipodidae",20,0,0,0,0,0,10,0,40,30,1,0,0,3.2244602031621
"Sicista concolor","Dipodidae",30,0,0,0,0,0,30,0,40,0,1,0,0,2.64617479738412
"Sicista subtilis","Dipodidae",30,0,0,0,0,0,30,0,40,0,1,0,0,2.54553127160444
"Sicista strandi","Dipodidae",30,0,0,0,0,0,30,0,40,0,1,0,0,2.42480272571829
"Sicista severtzovi","Dipodidae",30,0,0,0,0,0,30,0,40,0,1,0,0,2.54709867004445
"Sicista pseudonapaea","Dipodidae",30,0,0,0,0,0,30,0,40,0,1,0,0,2.58021682959233
"Sicista tianshanica","Dipodidae",30,0,0,0,0,0,30,0,40,0,1,0,0,2.42480272571829
"Sicista napaea","Dipodidae",30,0,0,0,0,0,30,0,40,0,1,0,0,2.39789527279837
"Sicista caudata","Dipodidae",30,0,0,0,0,0,30,0,40,0,1,0,0,2.50143595173921
