"SpecName","PalmTribe","accGenus","accSpecies","Acaulescent","Erect","MaxStemHeight_m","AverageFruitLength_cm"
"Dypsis eriostachys","Areceae","Dypsis","eriostachys",0,1,0.916290731874155,0.955511445027436
"Dypsis faneva","Areceae","Dypsis","faneva",0,1,1.94591014905531,NA
"Dypsis fanjana","Areceae","Dypsis","fanjana",0,1,1.79175946922805,0.587786664902119
"Dypsis fasciculata","Areceae","Dypsis","fasciculata",0,1,1.94591014905531,0.8754687373539
"Dypsis fibrosa","Areceae","Dypsis","fibrosa",0,1,2.30258509299405,1.25276296849537
"Dypsis forficifolia","Areceae","Dypsis","forficifolia",0,1,1.6094379124341,0.916290731874155
"Dypsis furcata","Areceae","Dypsis","furcata",0,1,1.09861228866811,0.693147180559945
"Dypsis gautieri","Areceae","Dypsis","gautieri",0,1,1.79175946922805,NA
"Dypsis glabrescens","Areceae","Dypsis","glabrescens",0,1,1.09861228866811,0.974559639998131
"Dypsis gronophyllum","Areceae","Dypsis","gronophyllum",0,1,1.6094379124341,NA
"Dypsis henrici","Areceae","Dypsis","henrici",0,1,1.38629436111989,0.641853886172395
"Dypsis heteromorpha","Areceae","Dypsis","heteromorpha",0,1,2.56494935746154,1.09861228866811
"Dypsis heterophylla","Areceae","Dypsis","heterophylla",0,1,1.25276296849537,0.447885823992117
"Dypsis hiarakae","Areceae","Dypsis","hiarakae",0,1,1.94591014905531,0.667829372575655
"Dypsis hildebrandtii","Areceae","Dypsis","hildebrandtii",0,1,1.09861228866811,0.693147180559945
"Dypsis hovomantsina","Areceae","Dypsis","hovomantsina",0,1,2.77258872223978,0.693147180559945
"Dypsis humbertii","Areceae","Dypsis","humbertii",0,1,1.38629436111989,0.741937344729377
"Dypsis humblotiana","Areceae","Dypsis","humblotiana",0,1,2.77258872223978,NA
"Dypsis humilis","Areceae","Dypsis","humilis",1,0,0,1.02961941718116
"Dypsis ifanadianae","Areceae","Dypsis","ifanadianae",0,1,3.2188758248682,0.587786664902119
"Dypsis integra","Areceae","Dypsis","integra",0,1,1.09861228866811,NA
"Dypsis intermedia","Areceae","Dypsis","intermedia",0,1,2.39789527279837,NA
"Dypsis interrupta","Areceae","Dypsis","interrupta",0,1,1.38629436111989,NA
"Dypsis jeremiei","Areceae","Dypsis","jeremiei",0,1,1.09861228866811,0.717839793150317
"Dypsis jumelleana","Areceae","Dypsis","jumelleana",0,1,1.6094379124341,0.717839793150317
"Dypsis laevis","Areceae","Dypsis","laevis",0,1,1.38629436111989,0.470003629245736
"Dypsis lanceolata","Areceae","Dypsis","lanceolata",0,1,1.94591014905531,0.916290731874155
"Dypsis lantzeana","Areceae","Dypsis","lantzeana",0,1,1.6094379124341,0.693147180559945
"Dypsis lanuginosa","Areceae","Dypsis","lanuginosa",0,1,1.6094379124341,NA
"Dypsis lastelliana","Areceae","Dypsis","lastelliana",0,1,2.77258872223978,1.1314021114911
"Dypsis leptocheilos","Areceae","Dypsis","leptocheilos",0,1,2.39789527279837,0.741937344729377
"Dypsis ligulata","Areceae","Dypsis","ligulata",0,1,1.94591014905531,0.8754687373539
"Dypsis linearis","Areceae","Dypsis","linearis",0,1,2.07944154167984,0.559615787935423
"Dypsis lokohoensis","Areceae","Dypsis","lokohoensis",0,1,1.38629436111989,NA
"Dypsis louvelii","Areceae","Dypsis","louvelii",0,1,0.693147180559945,0.8754687373539
"Dypsis lucens","Areceae","Dypsis","lucens",0,1,0.470003629245736,NA
"Dypsis lutea","Areceae","Dypsis","lutea",0,1,1.38629436111989,NA
"Dypsis lutescens","Areceae","Dypsis","lutescens",0,1,2.07944154167984,0.916290731874155
"Dypsis madagascariensis","Areceae","Dypsis","madagascariensis",0,1,2.94443897916644,0.832909122935104
"Dypsis mahia","Areceae","Dypsis","mahia",0,1,0.470003629245736,NA
"Dypsis makirae","Areceae","Dypsis","makirae",0,1,1.79175946922805,0.717839793150317
"Dypsis malcomberi","Areceae","Dypsis","malcomberi",0,1,3.25809653802148,0.641853886172395
"Dypsis mananjarensis","Areceae","Dypsis","mananjarensis",0,1,3.25809653802148,0.405465108108164
"Dypsis mangorensis","Areceae","Dypsis","mangorensis",0,1,1.94591014905531,NA
"Dypsis marojejyi","Areceae","Dypsis","marojejyi",0,1,1.94591014905531,1.20896034583698
"Dypsis mcdonaldiana","Areceae","Dypsis","mcdonaldiana",0,1,1.79175946922805,0.559615787935423
"Dypsis metallica","Areceae","Dypsis","metallica",0,1,1.79175946922805,NA
"Dypsis minuta","Areceae","Dypsis","minuta",0,1,0.405465108108164,0.896088024556636
"Dypsis mirabilis","Areceae","Dypsis","mirabilis",0,1,1.25276296849537,0.667829372575655
"Dypsis mocquerysiana","Areceae","Dypsis","mocquerysiana",0,1,1.09861228866811,0.832909122935104
"Dypsis monostachya","Areceae","Dypsis","monostachya",0,1,0.693147180559945,NA
"Dypsis montana","Areceae","Dypsis","montana",0,1,0.693147180559945,NA
"Dypsis moorei","Areceae","Dypsis","moorei",0,1,0.693147180559945,1.25276296849537
"Dypsis nauseosa","Areceae","Dypsis","nauseosa",0,1,2.77258872223978,0.936093359170335
"Dypsis nodifera","Areceae","Dypsis","nodifera",0,1,2.39789527279837,0.641853886172395
"Dypsis nossibensis","Areceae","Dypsis","nossibensis",0,1,2.39789527279837,0.832909122935104
"Dypsis occidentalis","Areceae","Dypsis","occidentalis",0,1,1.09861228866811,0.667829372575655
"Dypsis onilahensis","Areceae","Dypsis","onilahensis",0,1,3.04452243772342,0.8754687373539
"Dypsis oreophila","Areceae","Dypsis","oreophila",0,1,2.19722457733622,0.587786664902119
"Dypsis oropedionis","Areceae","Dypsis","oropedionis",0,1,3.04452243772342,NA
"Dypsis ovobontsira","Areceae","Dypsis","ovobontsira",0,1,2.39789527279837,0.955511445027436
"Dypsis pachyramea","Areceae","Dypsis","pachyramea",0,1,0.405465108108164,0.993251773010283
"Dypsis paludosa","Areceae","Dypsis","paludosa",0,1,1.94591014905531,1.02961941718116
"Dypsis pembana","Areceae","Dypsis","pembana",0,1,2.94443897916644,0.854415328156068
"Dypsis perrieri","Areceae","Dypsis","perrieri",0,1,2.77258872223978,0.993251773010283
"Dypsis pervillei","Areceae","Dypsis","pervillei",0,1,NA,NA
"Dypsis pilulifera","Areceae","Dypsis","pilulifera",0,1,3.43398720448515,0.470003629245736
"Dypsis pinnatifrons","Areceae","Dypsis","pinnatifrons",0,1,2.56494935746154,0.8754687373539
"Dypsis plumosa","Areceae","Dypsis","plumosa",0,1,NA,NA
"Dypsis plurisecta","Areceae","Dypsis","plurisecta",0,1,NA,NA
"Dypsis poivreana","Areceae","Dypsis","poivreana",0,1,0.587786664902119,NA
"Dypsis prestoniana","Areceae","Dypsis","prestoniana",0,1,2.56494935746154,0.854415328156068
"Dypsis procera","Areceae","Dypsis","procera",0,1,1.94591014905531,NA
"Dypsis procumbens","Areceae","Dypsis","procumbens",0,1,2.07944154167984,0.559615787935423
"Dypsis psammophila","Areceae","Dypsis","psammophila",0,1,1.6094379124341,0.667829372575655
"Dypsis pulchella","Areceae","Dypsis","pulchella",0,1,0.693147180559945,0.500775287912489
"Dypsis pumila","Areceae","Dypsis","pumila",0,1,0.693147180559945,1.14740245283754
"Dypsis pusilla","Areceae","Dypsis","pusilla",0,1,1.09861228866811,0.955511445027436
"Dypsis rakotonasoloi","Areceae","Dypsis","rakotonasoloi",0,1,1.09861228866811,NA
"Dypsis ramentacea","Areceae","Dypsis","ramentacea",0,1,0.53062825106217,0.832909122935104
"Dypsis reflexa","Areceae","Dypsis","reflexa",0,1,1.38629436111989,NA
"Dypsis remotiflora","Areceae","Dypsis","remotiflora",0,1,0.693147180559945,0.667829372575655
"Dypsis rivularis","Areceae","Dypsis","rivularis",0,1,1.87180217690159,0.832909122935104
"Dypsis robusta","Areceae","Dypsis","robusta",0,1,0.8754687373539,0.8754687373539
"Dypsis sahanofensis","Areceae","Dypsis","sahanofensis",0,1,1.94591014905531,NA
"Dypsis saintelucei","Areceae","Dypsis","saintelucei",0,1,1.94591014905531,NA
"Dypsis sancta","Areceae","Dypsis","sancta",0,1,2.39789527279837,NA
"Dypsis sanctaemariae","Areceae","Dypsis","sanctaemariae",0,1,1.25276296849537,NA
"Dypsis scandens","Areceae","Dypsis","scandens",0,0,2.39789527279837,0.587786664902119
"Dypsis schatzii","Areceae","Dypsis","schatzii",0,1,1.38629436111989,0.854415328156068
"Dypsis scottiana","Areceae","Dypsis","scottiana",0,1,1.6094379124341,0.615185639090233
"Dypsis serpentina","Areceae","Dypsis","serpentina",0,1,1.94591014905531,0.832909122935104
"Dypsis simianensis","Areceae","Dypsis","simianensis",0,1,1.09861228866811,0.916290731874155
"Dypsis singularis","Areceae","Dypsis","singularis",0,1,1.94591014905531,NA
"Dypsis soanieranae","Areceae","Dypsis","soanieranae",0,1,1.79175946922805,NA
"Dypsis spicata","Areceae","Dypsis","spicata",0,1,0.693147180559945,0.667829372575655
"Dypsis tanalensis","Areceae","Dypsis","tanalensis",0,1,NA,0.765467842139571
"Dypsis tenuissima","Areceae","Dypsis","tenuissima",0,1,0.405465108108164,0.680568398353085
"Dypsis thermarum","Areceae","Dypsis","thermarum",0,1,1.09861228866811,0.741937344729377
"Dypsis thiryana","Areceae","Dypsis","thiryana",0,1,0.693147180559945,0.693147180559945
"Dypsis thouarsiana","Areceae","Dypsis","thouarsiana",0,1,NA,NA
"Dypsis tokoravina","Areceae","Dypsis","tokoravina",0,1,3.04452243772342,1.01160091167848
"Dypsis trapezoidea","Areceae","Dypsis","trapezoidea",0,1,0.78845736036427,1.02961941718116
"Dypsis tsaratananensis","Areceae","Dypsis","tsaratananensis",0,1,NA,0.854415328156068
"Dypsis tsaravoasira","Areceae","Dypsis","tsaravoasira",0,1,3.25809653802148,0.421994410059375
"Dypsis turkii","Areceae","Dypsis","turkii",0,1,0.693147180559945,0.8754687373539
"Dypsis utilis","Areceae","Dypsis","utilis",0,1,2.89037175789616,1.17865499634165
"Dypsis viridis","Areceae","Dypsis","viridis",0,1,0.916290731874155,0.693147180559945
"Dypsis vonitrandambo","Areceae","Dypsis","vonitrandambo",0,1,0.693147180559945,0.470003629245736
"Elaeis guineensis","Cocoseae","Elaeis","guineensis",0,1,3.43398720448515,1.65822807660353
"Elaeis oleifera","Cocoseae","Elaeis","oleifera",0,1,1.94591014905531,1.32175583998232
"Eleiodoxa conferta","Calameae","Eleiodoxa","conferta",1,0,0,1.25276296849537
"Eremospatha barendii","Lepidocaryeae","Eremospatha","barendii",0,0,3.43398720448515,1.26694760348732
"Eremospatha cabrae","Lepidocaryeae","Eremospatha","cabrae",0,0,3.93182563272433,1.32175583998232
"Eremospatha cuspidata","Lepidocaryeae","Eremospatha","cuspidata",0,0,2.77258872223978,1.16315080980568
"Eremospatha dransfieldii","Lepidocaryeae","Eremospatha","dransfieldii",0,0,3.93182563272433,NA
"Eremospatha haullevilleana","Lepidocaryeae","Eremospatha","haullevilleana",0,0,3.25809653802148,1.32175583998232
"Eremospatha hookeri","Lepidocaryeae","Eremospatha","hookeri",0,0,3.43398720448515,1.25276296849537
"Eremospatha laurentii","Lepidocaryeae","Eremospatha","laurentii",0,0,3.43398720448515,1.01160091167848
"Eremospatha macrocarpa","Lepidocaryeae","Eremospatha","macrocarpa",0,0,4.33073334028633,1.34807314829969
"Eremospatha quinquecostulata","Lepidocaryeae","Eremospatha","quinquecostulata",0,0,2.77258872223978,NA
"Eremospatha tessmanniana","Lepidocaryeae","Eremospatha","tessmanniana",0,0,5.01727983681492,NA
"Eremospatha wendlandiana","Lepidocaryeae","Eremospatha","wendlandiana",0,0,4.11087386417331,1.38629436111989
"Eugeissona ambigua","Eugeissoneae","Eugeissona","ambigua",1,0,0,NA
"Eugeissona brachystachys","Eugeissoneae","Eugeissona","brachystachys",1,0,0,1.79175946922805
"Eugeissona insignis","Eugeissoneae","Eugeissona","insignis",1,0,1.02961941718116,2.30258509299405
"Eugeissona minor","Eugeissoneae","Eugeissona","minor",0,1,1.09861228866811,1.87180217690159
"Eugeissona tristis","Eugeissoneae","Eugeissona","tristis",1,0,0.916290731874155,2.19722457733622
"Eugeissona utilis","Eugeissoneae","Eugeissona","utilis",0,1,2.19722457733622,2.07944154167984
"Euterpe broadwayi","Euterpeae","Euterpe","broadwayi",0,1,3.04452243772342,0.78845736036427
"Euterpe catinga","Euterpeae","Euterpe","catinga",0,1,3.04452243772342,0.717839793150317
"Euterpe edulis","Euterpeae","Euterpe","edulis",0,1,2.56494935746154,0.78845736036427
"Euterpe longibracteata","Euterpeae","Euterpe","longibracteata",0,1,3.04452243772342,0.741937344729377
"Euterpe luminosa","Euterpeae","Euterpe","luminosa",0,1,2.484906649788,1.09861228866811
"Euterpe oleracea","Euterpeae","Euterpe","oleracea",0,1,3.04452243772342,0.916290731874155
"Euterpe precatoria","Euterpeae","Euterpe","precatoria",0,1,3.04452243772342,0.741937344729377
"Gaussia attenuata","Chamaedoreeae","Gaussia","attenuata",0,1,2.77258872223978,0.916290731874155
"Gaussia gomez-pompae","Chamaedoreeae","Gaussia","gomez-pompae",0,1,2.70805020110221,0.936093359170335
"Gaussia maya","Chamaedoreeae","Gaussia","maya",0,1,3.04452243772342,0.810930216216329
"Gaussia princeps","Chamaedoreeae","Gaussia","princeps",0,1,2.19722457733622,0.693147180559945
"Gaussia spirituana","Chamaedoreeae","Gaussia","spirituana",0,1,2.07944154167984,0.693147180559945
"Geonoma aspidiifolia","Geonomateae","Geonoma","aspidiifolia",0,1,1.38629436111989,0.667829372575655
"Geonoma baculifera","Geonomateae","Geonoma","baculifera",0,1,1.6094379124341,0.72270598280149
"Geonoma bernalii","Geonomateae","Geonoma","bernalii",0,1,0.916290731874155,0.476234178996372
"Geonoma braunii","Geonomateae","Geonoma","braunii",0,1,1.09861228866811,0.553885113226438
"Geonoma brenesii","Geonomateae","Geonoma","brenesii",0,1,0.336472236621213,0.548121408509688
"Geonoma brongniartii","Geonomateae","Geonoma","brongniartii",1,0,0.693147180559945,0.518793793415168
"Geonoma calyptrogynoidea","Geonomateae","Geonoma","calyptrogynoidea",0,1,1.6094379124341,0.841567185678219
"Geonoma camana","Geonomateae","Geonoma","camana",0,1,1.09861228866811,0.727548607277278
"Geonoma chlamydostachys","Geonomateae","Geonoma","chlamydostachys",0,1,1.25276296849537,0.802001585472027
"Geonoma chococola","Geonomateae","Geonoma","chococola",0,1,1.38629436111989,1.06125650212434
"Geonoma concinna","Geonomateae","Geonoma","concinna",0,1,1.50407739677627,0.570979546585738
"Geonoma concinnoidea","Geonomateae","Geonoma","concinnoidea",0,1,1.6094379124341,0.548121408509688
"Geonoma congesta","Geonomateae","Geonoma","congesta",0,1,2.19722457733622,0.806475865866949
"Geonoma cuneata","Geonomateae","Geonoma","cuneata",0,1,1.38629436111989,0.56531380905006
"Geonoma deneversii","Geonomateae","Geonoma","deneversii",0,1,0.832909122935104,NA
"Geonoma deversa","Geonomateae","Geonoma","deversa",0,1,2.07944154167984,0.506817602368452
"Geonoma dindoensis","Geonomateae","Geonoma","dindoensis",0,1,1.09861228866811,NA
"Geonoma divisa","Geonomateae","Geonoma","divisa",0,1,1.50407739677627,0.548121408509688
"Geonoma elegans","Geonomateae","Geonoma","elegans",0,1,1.38629436111989,0.667829372575655
"Geonoma epetiolata","Geonomateae","Geonoma","epetiolata",0,1,1.38629436111989,0.62057648772511
"Geonoma euspatha","Geonomateae","Geonoma","euspatha",0,1,1.38629436111989,0.488580014818671
"Geonoma ferruginea","Geonomateae","Geonoma","ferruginea",0,1,1.79175946922805,0.524728528934982
"Geonoma fosteri","Geonomateae","Geonoma","fosteri",0,1,0.916290731874155,NA
"Geonoma frontinensis","Geonomateae","Geonoma","frontinensis",0,1,0.262364264467491,0.512823626428664
"Geonoma galeanoae","Geonomateae","Geonoma","galeanoae",0,1,1.09861228866811,NA
"Geonoma gentryi","Geonomateae","Geonoma","gentryi",0,1,0.693147180559945,0.62057648772511
"Geonoma hollinensis","Geonomateae","Geonoma","hollinensis",0,1,1.16315080980568,0.518793793415168
"Geonoma hugonis","Geonomateae","Geonoma","hugonis",0,1,0.78845736036427,0.482426149244293
"Geonoma interrupta","Geonomateae","Geonoma","interrupta",0,1,2.19722457733622,0.457424847038875
"Geonoma lanata","Geonomateae","Geonoma","lanata",0,1,1.09861228866811,0.576613364303994
"Geonoma laxiflora","Geonomateae","Geonoma","laxiflora",0,1,1.79175946922805,0.576613364303994
"Geonoma lehmannii","Geonomateae","Geonoma","lehmannii",0,1,1.6094379124341,0.628608659422374
"Geonoma leptospadix","Geonomateae","Geonoma","leptospadix",0,1,1.09861228866811,0.587786664902119
"Geonoma longipedunculata","Geonomateae","Geonoma","longipedunculata",0,1,0.693147180559945,0.470003629245736
"Geonoma longivaginata","Geonomateae","Geonoma","longivaginata",0,1,1.79175946922805,0.500775287912489
"Geonoma macrostachys","Geonomateae","Geonoma","macrostachys",1,0,0.693147180559945,0.599777973149384
"Geonoma maxima","Geonomateae","Geonoma","maxima",0,1,2.30258509299405,0.748142276169022
"Geonoma monospatha","Geonomateae","Geonoma","monospatha",0,1,0.53062825106217,0.512823626428664
"Geonoma mooreana","Geonomateae","Geonoma","mooreana",0,1,1.22377543162212,0.444685821261446
"Geonoma multisecta","Geonomateae","Geonoma","multisecta",0,1,1.19392246847243,0.751416088683921
"Geonoma occidentalis","Geonomateae","Geonoma","occidentalis",1,0,1.38629436111989,0.551007413398823
"Geonoma oldemanii","Geonomateae","Geonoma","oldemanii",0,1,1.25276296849537,0.963174317773006
"Geonoma oligoclona","Geonomateae","Geonoma","oligoclona",0,1,1.25276296849537,0.508322493547872
"Geonoma operculata","Geonomateae","Geonoma","operculata",0,1,0.916290731874155,0.559615787935423
"Geonoma orbignyana","Geonomateae","Geonoma","orbignyana",0,1,1.6094379124341,0.53062825106217
"Geonoma paradoxa","Geonomateae","Geonoma","paradoxa",1,0,0.262364264467491,0.584308400525794
"Geonoma pauciflora","Geonomateae","Geonoma","pauciflora",0,1,1.38629436111989,0.672944473242426
"Geonoma peruviana","Geonomateae","Geonoma","peruviana",0,1,0.693147180559945,0.431782416425538
"Geonoma pinnatifrons","Geonomateae","Geonoma","pinnatifrons",0,1,1.94591014905531,0.497740384217335
"Geonoma poeppigiana","Geonomateae","Geonoma","poeppigiana",0,1,1.6094379124341,0.542324290825362
"Geonoma pohliana","Geonomateae","Geonoma","pohliana",0,1,2.14006616349627,0.724949900227846
"Geonoma poiteauana","Geonomateae","Geonoma","poiteauana",0,1,0.0953101798043249,0.63921883853439
"Geonoma sanmartinensis","Geonomateae","Geonoma","sanmartinensis",0,1,0.916290731874155,NA
"Geonoma santanderensis","Geonomateae","Geonoma","santanderensis",0,1,0.916290731874155,0.615185639090233
"Geonoma schizocarpa","Geonomateae","Geonoma","schizocarpa",0,1,1.09861228866811,0.8754687373539
"Geonoma schottiana","Geonomateae","Geonoma","schottiana",0,1,1.6094379124341,0.657520002916794
"Geonoma scoparia","Geonomateae","Geonoma","scoparia",0,1,1.38629436111989,0.470003629245736
"Geonoma simplicifrons","Geonomateae","Geonoma","simplicifrons",0,1,1.38629436111989,0.46373401623214
"Geonoma spinescens","Geonomateae","Geonoma","spinescens",0,1,1.09861228866811,0.536493370514568
"Geonoma stricta","Geonomateae","Geonoma","stricta",0,1,1.79175946922805,0.62057648772511
"Geonoma talamancana","Geonomateae","Geonoma","talamancana",0,1,0.832909122935104,0.548121408509688
"Geonoma tenuissima","Geonomateae","Geonoma","tenuissima",0,1,1.6094379124341,0.425267735404344
"Geonoma triandra","Geonomateae","Geonoma","triandra",0,1,1.38629436111989,0.525573480738384
"Geonoma triglochin","Geonomateae","Geonoma","triglochin",0,1,2.19722457733622,0.831603923706961
"Geonoma trigona","Geonomateae","Geonoma","trigona",0,1,1.38629436111989,0.641853886172395
"Geonoma umbraculiformis","Geonomateae","Geonoma","umbraculiformis",0,1,1.09861228866811,0.815364813284195
"Geonoma undata","Geonomateae","Geonoma","undata",0,1,2.77258872223978,0.667829372575655
"Geonoma venosa","Geonomateae","Geonoma","venosa",0,1,1.25276296849537,0.593326845277734
"Hedyscepe canterburyana","Areceae","Hedyscepe","canterburyana",0,1,2.77258872223978,1.6094379124341
"Hemithrinax compacta","Cryosophileae","Hemithrinax","compacta",0,1,2.77258872223978,0.641853886172395
"Hemithrinax ekmaniana","Cryosophileae","Hemithrinax","ekmaniana",0,1,NA,NA
"Hemithrinax rivularis","Cryosophileae","Hemithrinax","rivularis",0,1,NA,NA
"Heterospathe annectens","Areceae","Heterospathe","annectens",0,1,2.56494935746154,1.02961941718116
"Heterospathe arfakiana","Areceae","Heterospathe","arfakiana",0,1,NA,NA
"Heterospathe barfodii","Areceae","Heterospathe","barfodii",0,1,NA,0.693147180559945
"Heterospathe brevicaulis","Areceae","Heterospathe","brevicaulis",0,1,0.405465108108164,0.587786664902119
"Heterospathe cagayanensis","Areceae","Heterospathe","cagayanensis",0,1,2.01490302054226,0.587786664902119
"Heterospathe califrons","Areceae","Heterospathe","califrons",0,1,0.916290731874155,0.955511445027436
"Heterospathe clemensiae","Areceae","Heterospathe","clemensiae",0,1,NA,NA
"Heterospathe compsoclada","Areceae","Heterospathe","compsoclada",0,1,NA,NA
"Heterospathe delicatula","Areceae","Heterospathe","delicatula",1,0,0,NA
"Heterospathe dransfieldii","Areceae","Heterospathe","dransfieldii",0,1,1.6094379124341,0.53062825106217
"Heterospathe elata","Areceae","Heterospathe","elata",0,1,2.63905732961526,0.75377180237638
"Heterospathe elmeri","Areceae","Heterospathe","elmeri",0,1,2.19722457733622,0.78845736036427
"Heterospathe glabra","Areceae","Heterospathe","glabra",0,1,NA,NA
"Heterospathe glauca","Areceae","Heterospathe","glauca",0,1,NA,NA
"Heterospathe intermedia","Areceae","Heterospathe","intermedia",0,1,2.07944154167984,0.741937344729377
"Heterospathe kajewskii","Areceae","Heterospathe","kajewskii",0,1,NA,0.916290731874155
"Heterospathe ledermanniana","Areceae","Heterospathe","ledermanniana",0,1,NA,NA
"Heterospathe lepidota","Areceae","Heterospathe","lepidota",0,1,1.6094379124341,0.955511445027436
"Heterospathe longipes","Areceae","Heterospathe","longipes",0,1,1.52605630349505,1.25276296849537
"Heterospathe macgregorii","Areceae","Heterospathe","macgregorii",0,1,NA,NA
"Heterospathe minor","Areceae","Heterospathe","minor",0,1,NA,0.717839793150317
"Heterospathe muelleriana","Areceae","Heterospathe","muelleriana",0,1,2.35137525716348,0.405465108108164
"Heterospathe negrosensis","Areceae","Heterospathe","negrosensis",0,1,1.38629436111989,0.717839793150317
"Heterospathe obriensis","Areceae","Heterospathe","obriensis",0,1,NA,1.44691898293633
"Heterospathe parviflora","Areceae","Heterospathe","parviflora",0,1,NA,0.667829372575655
"Heterospathe philippinensis","Areceae","Heterospathe","philippinensis",0,1,1.79175946922805,0.693147180559945
"Heterospathe phillipsii","Areceae","Heterospathe","phillipsii",0,1,2.77258872223978,0.832909122935104
"Heterospathe pilosa","Areceae","Heterospathe","pilosa",0,1,NA,NA
"Heterospathe porcata","Areceae","Heterospathe","porcata",0,1,NA,1.09861228866811
"Heterospathe pulchra","Areceae","Heterospathe","pulchra",0,1,NA,0.641853886172395
"Heterospathe pullenii","Areceae","Heterospathe","pullenii",0,1,1.94591014905531,0.993251773010283
"Heterospathe ramulosa","Areceae","Heterospathe","ramulosa",0,1,NA,NA
"Heterospathe salomonensis","Areceae","Heterospathe","salomonensis",0,1,NA,0.470003629245736
"Heterospathe scitula","Areceae","Heterospathe","scitula",0,1,1.38629436111989,0.587786664902119
"Heterospathe sensisi","Areceae","Heterospathe","sensisi",0,1,NA,0.799756915618204
"Heterospathe sibuyanensis","Areceae","Heterospathe","sibuyanensis",0,1,2.39789527279837,0.693147180559945
"Heterospathe sphaerocarpa","Areceae","Heterospathe","sphaerocarpa",1,0,0,0.587786664902119
"Heterospathe trispatha","Areceae","Heterospathe","trispatha",0,1,1.38629436111989,0.78845736036427
"Heterospathe uniformis","Areceae","Heterospathe","uniformis",0,1,NA,1.16315080980568
"Heterospathe woodfordiana","Areceae","Heterospathe","woodfordiana",0,1,1.6094379124341,0.832909122935104
"Howea belmoreana","Areceae","Howea","belmoreana",0,1,2.56494935746154,1.50407739677627
"Howea forsteriana","Areceae","Howea","forsteriana",0,1,3.25809653802148,1.6094379124341
"Hydriastele affinis","Areceae","Hydriastele","affinis",0,1,NA,NA
"Hydriastele aprica","Areceae","Hydriastele","aprica",0,1,1.79175946922805,0.587786664902119
"Hydriastele beccariana","Areceae","Hydriastele","beccariana",0,1,2.30258509299405,0.641853886172395
"Hydriastele beguinii","Areceae","Hydriastele","beguinii",0,1,2.77258872223978,0.916290731874155
"Hydriastele biakensis","Areceae","Hydriastele","biakensis",0,1,NA,0.729961153682662
"Hydriastele boumae","Areceae","Hydriastele","boumae",0,1,3.49650756146648,0.78845736036427
"Hydriastele brassii","Areceae","Hydriastele","brassii",0,1,2.77258872223978,0.680568398353085
"Hydriastele cariosa","Areceae","Hydriastele","cariosa",0,1,NA,NA
"Hydriastele carrii","Areceae","Hydriastele","carrii",0,1,NA,NA
"Hydriastele chaunostachys","Areceae","Hydriastele","chaunostachys",0,1,3.43398720448515,0.916290731874155
"Hydriastele costata","Areceae","Hydriastele","costata",0,1,3.58351893845611,0.615185639090233
"Hydriastele cyclopensis","Areceae","Hydriastele","cyclopensis",0,1,NA,NA
"Hydriastele cylindrocarpa","Areceae","Hydriastele","cylindrocarpa",0,1,3.3322045101752,0.810930216216329
"Hydriastele dransfieldii","Areceae","Hydriastele","dransfieldii",0,1,2.39789527279837,1.02961941718116
"Hydriastele flabellata","Areceae","Hydriastele","flabellata",0,1,1.79175946922805,0.854415328156068
"Hydriastele geelvinkiana","Areceae","Hydriastele","geelvinkiana",0,1,NA,NA
"Hydriastele gibbsiana","Areceae","Hydriastele","gibbsiana",0,1,NA,0.615185639090233
"Hydriastele gracilis","Areceae","Hydriastele","gracilis",0,1,0.916290731874155,NA
"Hydriastele hombronii","Areceae","Hydriastele","hombronii",0,1,3.04452243772342,0.936093359170335
"Hydriastele kasesa","Areceae","Hydriastele","kasesa",0,1,1.94591014905531,0.78845736036427
"Hydriastele kjellbergii","Areceae","Hydriastele","kjellbergii",0,1,NA,NA
"Hydriastele ledermanniana","Areceae","Hydriastele","ledermanniana",0,1,NA,NA
"Hydriastele lepidota","Areceae","Hydriastele","lepidota",0,1,NA,NA
"Hydriastele longispatha","Areceae","Hydriastele","longispatha",0,1,3.2188758248682,0.693147180559945
"Hydriastele lurida","Areceae","Hydriastele","lurida",0,1,NA,NA
"Hydriastele macrospadix","Areceae","Hydriastele","macrospadix",0,1,3.71357206670431,0.8754687373539
"Hydriastele manusii","Areceae","Hydriastele","manusii",0,1,2.94443897916644,0.765467842139571
"Hydriastele mayrii","Areceae","Hydriastele","mayrii",0,1,NA,NA
"Hydriastele micrantha","Areceae","Hydriastele","micrantha",0,1,NA,NA
"Hydriastele microcarpa","Areceae","Hydriastele","microcarpa",0,1,2.19722457733622,0.693147180559945
"Hydriastele microspadix","Areceae","Hydriastele","microspadix",0,1,2.84490938381941,0.641853886172395
"Hydriastele moluccana","Areceae","Hydriastele","moluccana",0,1,4.02535169073515,NA
"Hydriastele montana","Areceae","Hydriastele","montana",0,1,0.916290731874155,0.916290731874155
"Hydriastele nannostachys","Areceae","Hydriastele","nannostachys",0,1,1.38629436111989,NA
"Hydriastele oxypetala","Areceae","Hydriastele","oxypetala",0,1,1.7227665977411,0.587786664902119
"Hydriastele palauensis","Areceae","Hydriastele","palauensis",0,1,NA,NA
"Hydriastele pinangoides","Areceae","Hydriastele","pinangoides",0,1,2.77258872223978,0.832909122935104
"Hydriastele pleurocarpa","Areceae","Hydriastele","pleurocarpa",0,1,NA,NA
