referenceKey,FinalRelevance,Year,Author,Title,Journal,DOI
NK6PWNJA,NO,2000,"Richardson, D. M.; Allsopp, N.; D'Antonio, C. M.; Milton, S. J.; Rejmanek, M.",Plant Invasions - the Role of Mutualisms,Biological Reviews,10.1017/S0006323199005435
ZDDCA9D8,NO,2009,"Richard, W.; Dean, J.",Gill Memorial Medal Address: What Birds Do and Where They Go in the Karoo,Ostrich,
G3UAFSZI,NO,2009,"Ribeiro Mello, Marco Aurelio",Temporal Variation in the Organization of A Neotropical Assemblage of Leaf-nosed Bats (chiroptera: Phyllostomidae),Acta Oecologica-International Journal of Ecology,10.1016/j.actao.2008.11.008
VSR2GIM3,NO,2011,"Ribeiro Mello, Marco Aurelio; Darcie Marquitti, Flavia Maria; Guimaraes, Paulo R.; Viktoria Kalko, Elisabeth Klara; Jordano, Pedro; Martinez de Aguiar, Marcus Aloizio",The Modularity of Seed Dispersal: Differences in Structure and Robustness Between Bat- and Bird-fruit Networks,Oecologia,10.1007/s00442-011-1984-2
IJWACCSR,NO,2014,"Ribeiro, Juliana F.; Vieira, Emerson M.","Interactions Between A Seed-eating Neotropical Rodent, the Azara's Agouti (dasyprocta Azarae), and the Brazilian 'pine' Araucaria Angustifolia",Austral Ecology,10.1111/aec.12077
HD69E4I8,NO,2009,"Reys, Paula; Sabino, Jose; Galetti, Mauro",Frugivory by the Fish Brycon Hilarii (characidae) in Western Brazil,Acta Oecologica-International Journal of Ecology,10.1016/j.actao.2008.09.007
RPKW4P8J,NO,2015,"Reynolds, Chevonne; Miranda, Nelson A. F.; Cumming, Graeme S.",The Role of Waterbirds in the Dispersal of Aquatic Alien and Invasive Species,Diversity and Distributions,10.1111/ddi.12334
KACBT4XN,NO,1999,"Restrepo, C.; Gomez, N.; Heredia, S.","Anthropogenic Edges, Treefall Caps, and Fruit-frugivore Interactions in A Neotropical Montane Forest",Ecology,10.1890/0012-9658(1999)080[0668:AETGAF]2.0.CO;2
8TFXQ2MH,NO,2009,"Reimer, J.; Bezanson, M.; Watts, S. M.",The Effects of the White-faced Capuchin Monkey (cebus Capucinus) On Seed Dispersal Within A Neotropical Forest,American Journal of Physical Anthropology,
REQ4BCD6,NO,2015,"Reid, J. Leighton; Mendenhall, Chase D.; Zahawi, Rakan A.; Holl, Karen D.",Scale-dependent Effects of Forest Restoration On Neotropical Fruit Bats,Restoration Ecology,10.1111/rec.12235
2MUWTF6T,NO,2010,"Ramos Pereira, Maria Joao; Marques, Joao Tiago; Palmeirim, Jorge M.",Ecological Responses of Frugivorous Bats To Seasonal Fluctuation in Fruit Availability in Amazonian Forests,Biotropica,10.1111/j.1744-7429.2010.00635.x
DCC5HMQC,NO,2011,"Ramirez, N.","Adult Plant Abundance, Reproductive Efficiency, and Recruitment Patterns in Two Tropical Areas",Community Ecology,10.1556/ComEc.12.2011.2.1
3IFGFPU7,NO,2015,"Ragusa-Netto, J.; Santos, A. A.",Seed Rain Generated by Bats Under Cerrado's Pasture Remnant Trees in A Neotropical Savanna,Brazilian Journal of Biology,10.1590/1519-6984.22813
C8GE4R8U,NO,2004,"Puebla-Olivares, F.; Winker, K.","Diet and Seed Dispersal in Two Species of Tanagers (habia) From Two Types of Vegetation in Los Tuxtlas, Ceracruz, Mexico",Ornitologia Neotropical,
3MCDH22J,NO,2014,"Pringle, Robert M.; Goheen, Jacob R.; Palmer, Todd M.; Charles, Grace K.; DeFranco, Elyse; Hohbein, Rhianna; Ford, Adam T.; Tarnita, Corina E.",Low Functional Redundancy Among Mammalian Browsers in Regulating An Encroaching Shrub (solanum Campylacanthum) in African Savannah,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2014.0390
GWS373TV,NO,2008,"Presley, Steven J.; Willig, Michael R.; Wunderle, Joseph M.; Saldanha, Luis Nelio",Effects of Reduced-impact Logging and Forest Physiognomy On Bat Populations of Lowland Amazonian Forest,Journal of Applied Ecology,10.1111/j.1365-2664.2007.01373.x
RX7EPM96,NO,2009,"Presley, Steven J.; Willig, Michael R.; Saldanha, Luiz N.; Wunderle, Joseph M.; Castro-Arellano, Ivan",Reduced-impact Logging Has Little Effect On Temporal Activity of Frugivorous Bats (chiroptera) in Lowland Amazonia,Biotropica,10.1111/j.1744-7429.2008.00485.x
WUV6JAG5,NO,2013,"Prado, Federico A.","Feeding Behavior, Bird Visitation, and Seed Dispersal in Guarea Macrophylla and Trichilia Quadrijuga (meliaceae)",Ornitologia Neotropical,
4BZUFGRK,NO,1999,"Pizo, M. A.; Oliveira, P. S.",Removal of Seeds From Vertebrate Faeces by Ants: Effects of Seed Species and Deposition Site,Canadian Journal of Zoology-Revue Canadienne De Zoologie,10.1139/cjz-77-10-1595
WGVBQ3DV,NO,2013,"Petre, Charles-Albert; Tagg, Nikki; Haurez, Barbara; Beudels-Jamar, Roseline; Huynen, Marie-Claude; Doucet, Jean-Louis",Role of the Western Lowland Gorilla (gorilla Gorilla Gorilla) in Seed Dispersal in Tropical Forests and Implications of Its Decline,Biotechnologie Agronomie Societe Et Environnement,
5HVMDPBH,NO,2011,"Peters, V. E.; Nibbelink, N.",The Value of Fruit Security for  the Conservation of A Neotropical Frugivore in Human-dominated Landscapes,Biodiversity and Conservation,10.1007/s10531-011-0073-5
UTZNPFBC,NO,2010,"Peters, Valerie E.; Mordecai, Rua; Carroll, C. Ronald; Cooper, Robert J.; Greenberg, Russell",Bird Community Response To Fruit Energy,Journal of Animal Ecology,10.1111/j.1365-2656.2010.01699.x
IUHXCI6Z,NO,2007,"Peres, Carlos A.; Palacios, Erwin",Basin-wide Effects of Game Harvest On Vertebrate Population Densities in Amazonian Forests: Implications for  Animal-mediated Seed Dispersal,Biotropica,10.1111/j.1744-7429.2007.00272.x
P3QIF3HN,NO,2000,"Peres, C. A.",Effects of Subsistence Hunting On Vertebrate Community Structure in Amazonian Forests,Conservation Biology,10.1046/j.1523-1739.2000.98485.x
72XHQ9V5,NO,2008,"Pejchar, Liba; Pringle, Robert M.; Ranganathan, Jai; Zook, James R.; Duran, Guillermo; Oviedo, Federico; Daily, Gretchen C.",Birds As Agents of Seed Dispersal in A Human-dominated Landscape in Southern Costa Rica,Biological Conservation,10.1016/j.biocon.2007.11.008
2SDGIPXI,NO,2012,"Patricia Bravo, Susana",The Impact of Seed Dispersal by Black and Gold Howler Monkeys On Forest Regeneration,Ecological Research,10.1007/s11284-011-0904-6
KUPMAJDT,NO,2007,"Paine, C. E. Timothy; Beck, Harald",Seed Predation by Neotropical Rain Forest Mammals Increases Diversity in Seedling Recruitment,Ecology,10.1890/06-1835.1
W987EBHG,NO,2000,"Pacheco, L. F.; Simonetti, J. A.","Genetic Structure of A Mimosoid Tree Deprived of Its Seed Disperser, the Spider Monkey",Conservation Biology,10.1046/j.1523-1739.2000.99182.x
MV8DA3KW,NO,2012,"Ossa, Gonzalo; Kramer-Schadt, Stephanie; Peel, Alison J.; Scharf, Anne K.; Voigt, Christian C.","The Movement Ecology of the Straw-colored Fruit Bat, Eidolon Helvum, in Sub-saharan Africa Assessed by Stable Isotope Ratios",Plos One,10.1371/journal.pone.0045729
2AE43URZ,NO,2011,"Orivel, Jerome; Leroy, Celine",The Diversity and Ecology of Ant Gardens (hymenoptera: Formicidae; Spermatophyta: Angiospermae),Myrmecological News,
E5EKU3NB,NO,2014,"Omeja, Patrick A.; Jacob, Aerin L.; Lawes, Michael J.; Lwanga, Jeremiah S.; Rothman, Jessica M.; Tumwesigye, Charles; Chapman, Colin A.",Changes in Elephant Abundance Affect Forest Composition Or Regeneration?,Biotropica,10.1111/btp.12154
CV6BR9XR,NO,2007,"Olea-Wagner, Alinka; Lorenzo, Consuelo; Naranjo, Eduardo; Ortiz, David; Leon-Paniagua, Livia","Diversity of Fruits Consumed by Three Species of Bats (chiroptera : Phyllostomidae) in the Lacandona Rainforest, Chiapas, Mexico",Revista Mexicana De Biodiversidad,
RNEVXGK8,NO,2011,"Nyiramana, Aisha; Mendoza, Irene; Kaplin, Beth A.; Forget, Pierre-Michel",Evidence for  Seed Dispersal by Rodents in Tropical Montane Forest in Africa,Biotropica,10.1111/j.1744-7429.2011.00810.x
CS45SM4B,NO,2008,"Nunez-Iturri, Gabriela; Olsson, Ola; Howe, Henry F.",Hunting Reduces Recruitment of Primate-dispersed Trees in Amazonian Peru,Biological Conservation,10.1016/j.biocon.2008.03.020
4RCBHP3R,NO,2007,"Nunez-Iturri, Gabriela; Howe, Henry F.",Bushmeat and the Fate of Trees With Seeds Dispersed by Large Primates in A Lowland Rain Forest in Western Amazonia,Biotropica,10.1111/j.1744-7429.2007.00276.x
3PBXAUAK,NO,2013,"Nunez-Avila, Mariela C.; Uriarte, Maria; Marquet, Pablo A.; Armesto, Juan J.",Decomposing Recruitment Limitation for  An Avian-dispersed Rain Forest Tree in An Anciently Fragmented Landscape,Journal of Ecology,10.1111/1365-2745.12148
FNQGAZ3B,NO,2001,"Notman, E.; Gorchov, D. L.",Variation in Post-dispersal Seed Predation in Mature Peruvian Lowland Tropical Forest and Fallow Agricultural Sites,Biotropica,10.1111/j.1744-7429.2001.tb00220.x
G33VFJCX,NO,1996,"Notman, E.; Gorchov, D. L.; Cornejo, F.","Effect of Distance, Aggregation, and Habitat On Levels of Seed Predation for  Two Mammal-dispersed Neotropical Rain Forest Tree Species",Oecologia,10.1007/BF00328602
K39AMQTX,NO,2009,"Norden, Natalia; Chave, Jerome; Belbenoit, Pierre; Caubere, Adeline; Chatelet, Patrick; Forget, Pierre-Michel; Riera, Bernard; Viers, Jerome; Thebaud, Christophe",Interspecific Variation in Seedling Responses To Seed Limitation and Habitat Conditions for  14 Neotropical Woody Species,Journal of Ecology,10.1111/j.1365-2745.2008.01444.x
CKVQZ85E,NO,1998,"Norconk, M. A.; Grafton, B. W.; Conklin-Brittain, N. L.",Seed Dispersal by Neotropical Seed Predators,American Journal of Primatology,10.1002/(SICI)1098-2345(1998)45:1<103::AID-AJP8>3.0.CO;2-#
2XPC5GQC,NO,2004,"Norconk, M. A.; Conklin-Brittain, N. L.",Variation On Frugivory: the Diet of Venezuelan White-faced Sakis,International Journal of Primatology,10.1023/B:IJOP.0000014642.68751.ed
XKXKVR2R,NO,2003,"Nogueira, M. R.; Peracchi, A. L.",Fig-seed Predation by 2 Species of Chiroderma: Discovery of A New Feeding Strategy in Bats,Journal of Mammalogy,10.1644/1545-1542(2003)084<0225:FSPBSO>2.0.CO;2
QEJ8ZMWG,NO,2011,"Nasi, R.; Taber, A.; Van Vliet, N.","Empty Forests, Empty Stomachs? Bushmeat and Livelihoods in the Congo and Amazon Basins",International Forestry Review,
K642JUF7,NO,2015,"Naniwadekar, Rohit; Shukla, Ushma; Isvaran, Kavita; Datta, Aparajita",Reduced Hornbill Abundance Associated With Low Seed Arrival and Altered Recruitment in A Hunted and Logged Tropical Forest,Plos One,10.1371/journal.pone.0120062
93WWQ5UE,NO,2015,"Nakamura, Michio; Itoh, Noriko","Larger Chimpanzee-dispersed Seeds Are Elongated at Mahale, Tanzania: Possible Consequence of Plant-disperser Interaction?",Journal of Tropical Ecology,10.1017/S0266467414000765
HSFIXMB5,NO,2011,"Mworia, J. K.; Kinyamario, J. I.; Omari, J. K.; Wambua, J. K.","Patterns of Seed Dispersal and Establishment of the Invader Prosopis Juliflora in the Upper Floodplain of Tana River, Kenya",African Journal of Range & Forage Science,10.2989/10220119.2011.571402
K2KITBFJ,NO,2014,"Muylaert, Renata Lara; da Silva Matos, Dalva Maria; Ribeiro Mello, Marco Aurelio",Interindividual Variations in Fruit Preferences of the Yellow-shouldered Bat Sturnira Lilium (chiroptera: Phyllostomidae) in A Cafeteria Experiment,Mammalia,10.1515/mammalia-2012-0103
BNKD2WAI,NO,2015,"Muvengwi, J.; Ndagurwa, H. G. T.",Soil Seed Bank Dynamics and Fertility On A Seasonal Wetland Invaded by Lantana Camara in A Savanna Ecosystem,South African Journal of Botany,10.1016/j.sajb.2015.06.007
VFASTTQ2,NO,1988,"MURRAY, KG",Avian Seed Dispersal of 3 Neotropical Gap-dependent Plants,Ecological Monographs,10.2307/1942541
D8J9GJXU,NO,2007,"Munoz, Marcia C.; Kattan, Gustavo H.",Diets of Cracids: How Much Do We Know?,Ornitologia Neotropical,
BRSE64IF,NO,2008,"Muller-Landau, Helene C.; Wright, S. Joseph; Calderon, Osvaldo; Condit, Richard; Hubbell, Stephen P.",Interspecific Variation in Primary Seed Dispersal in A Tropical Forest,Journal of Ecology,10.1111/j.1365-2745.2008.01399.x
47ATWSVI,NO,2014,"Mueller, Thomas; Lenz, Johanna; Caprano, Tanja; Fiedler, Wolfgang; Boehning-Gaese, Katrin",Large Frugivorous Birds Facilitate Functional Connectivity of Fragmented Landscapes,Journal of Applied Ecology,10.1111/1365-2664.12247
K7CZ3FD8,NO,2006,"Montiel, S.; Estrada, A.; Leon, P.","Bat Assemblages in A Naturally Fragmented Ecosystem in the Yucatan Peninsula, Mexico: Species Richness, Diversity and Spatio-temporal Dynamics",Journal of Tropical Ecology,10.1017/S026646740500307X
DSNT776A,NO,1999,"Mitani, M.",Does Fruiting Phenology Vary With Fruit Syndrome? An Investigation On Animal-dispersed Tree Species in An Evergreen Forest in South-western Cameroon,Ecological Research,10.1046/j.1440-1703.1999.00317.x
S8G8UFA9,NO,2001,"Milton, S. J.; Dean, W. R. J.",Seeds Dispersed in Dung of Insectivores and Herbivores in Semi-arid Southern Africa,Journal of Arid Environments,10.1006/jare.2000.0727
KRAPDA94,NO,2007,"Mendoza, Eduardo; Dirzo, Rodolfo",Seed-size Variation Determines Interspecific Differential Predation by Mammals in A Neotropical Rain Forest,Oikos,10.1111/j.2007.0030-1299.15878.x
G38TISE6,NO,2007,"Mduma, Simon A. R.; Sinclair, A. R. E.; Turkington, Roy","The Role of Rainfall and Predators in Determining Synchrony in Reproduction of Savanna Trees in Serengeti National Park, Tanzania",Journal of Ecology,10.1111/j.1365-2745.2006.01188.x
NA7XSBIF,NO,2001,"McLoughlin, S.",The Breakup History of Gondwana and Its Impact On Pre-cenozoic Floristic Provincialism,Australian Journal of Botany,10.1071/BT00023
R4KZWV2K,NO,2011,"McGraw, W. Scott; Vick, Anna E.; Daegling, David J.","Sex and Age Differences in the Diet and Ingestive Behaviors of Sooty Mangabeys (cercocebus Atys) in the Tai Forest, Ivory Coast",American Journal of Physical Anthropology,10.1002/ajpa.21402
A59G36QC,NO,2013,"McCulloch, Eve S.; Sebastian Tello, J.; Whitehead, Andrew; Rolon-Mendoza, Claudia M. J.; Maldonado-Rodriguez, Mario C. D.; Stevens, Richard D.",Fragmentation of Atlantic Forest Has Not Affected Gene Flow of A Widespread Seed-dispersing Bat,Molecular Ecology,10.1111/mec.12418
ZSXVVDQK,NO,2005,"McConkey, K. R.",The Influence of Gibbon Primary Seed Shadows On Post-dispersal Seed Fate in A Lowland Dipterocarp Forest in Central Borneo,Journal of Tropical Ecology,10.1017/S0266467405002257
Z5KFNGFU,NO,2012,"McConkey, Kim R.; Prasad, Soumya; Corlett, Richard T.; Campos-Arceiz, Ahimsa; Brodie, Jedediah F.; Rogers, Haldre; Santamaria, Luis",Seed Dispersal in Changing Landscapes,Biological Conservation,10.1016/j.biocon.2011.09.018
GI84UFCG,NO,1993,"Mazer, SJ; Wheelwright, NT",Fruit Size and Shape - Allometry at Different Taxonomic Levels in Bird-dispersed Plants,Evolutionary Ecology,10.1007/BF01237821
DZMAWKB3,NO,2006,"Mayfield, M. M.; Ackerly, D.; Daily, G. C.",The Diversity and Conservation of Plant Reproductive and Dispersal Functional Traits in Human-dominated Tropical Landscapes,Journal of Ecology,10.1111/j.1365-2745.2006.01108x
AZF7J2E2,NO,2013,"Matsuda, Ikki; Higashi, Seigo; Otani, Yosuke; Tuuga, Augustine; Bernard, Henry; Corlett, Richard T.",A Short Note On Seed Dispersal by Colobines: the Case of the Proboscis Monkey,Integrative Zoology,10.1111/1749-4877.12033
NTMFQMM8,NO,1993,"Mack, AL",The Sizes of Vertebrate-dispersed Fruits - A Neotropical-paleotropical Comparison,American Naturalist,10.1086/285575
AA7G6JFF,NO,2000,"Machado, G.; Pizo, M. A.","The Use of Fruits by the Neotropical Harvestman Neosadocus Variabilis (opiliones, Laniatores, Gonyleptidae)",Journal of Arachnology,10.1636/0161-8202(2000)028[0357:TUOFBT]2.0.CO;2
4JV2JR5C,NO,2010,"Luis Garcia-Garcia, Jose; Santos-Moreno, Antonio; Rodriguez-Alamilla, Arisbe",Population Dynamics of the Bat Dermanura Tolteca (chiroptera: Phyllostomidae) in A Tropical Forest in Mexico,Revista De Biologia Tropical,
8H8IEUC3,NO,1997,"Lord, J.; Egan, J.; Clifford, T.; Jurado, E.; Leishman, M.; Williams, D.; Westoby, M.",Larger Seeds in Tropical Floras: Consistent Patterns Independent of Growth Form and Dispersal Mode,Journal of Biogeography,10.1046/j.1365-2699.1997.00126.x
KIBMNBR6,NO,2007,"Lopez, Jorge E.; Vaughan, Christopher",Food Niche Overlap Among Neotropical Frugivorous Bats in Costa Rica,Revista De Biologia Tropical,
M5RVGS3D,NO,2004,"Lopez, J. E.; Vaughan, C.",Observations On the Role of Frugivorous Bats As Seed Dispersers in Costa Rican Secondary Humid Forests,Acta Chiropterologica,
AND7AANN,NO,2004,"Lobova, T. A.; Mori, S. A.",Epizoochorous Dispersal by Bats in French Guiana,Journal of Tropical Ecology,10.1017/S0266467404001634
JZZNAQN7,NO,2006,"Link, A.; Fiore, A.",Seed Dispersal by Spider Monkeys and Its Importance in the Maintenance of Neotropical Rain-forest Diversity,Journal of Tropical Ecology,10.1017/S0266467405003081
9XMQKFDH,NO,2015,"Linden, Birthe; Linden, Jabu; Fischer, Frauke; Linsenmair, K. Eduard","Seed Dispersal by South Africa's Only Forest-dwelling Guenon, the Samango Monkey (cercopithecus Mitis)",South African Journal of Wildlife Research,
62RPH2HC,NO,2013,"Lindell, Catherine A.; Reid, John Leighton; Cole, Rebecca J.",Planting Design Effects On Avian Seed Dispersers in A Tropical Forest Restoration Experiment,Restoration Ecology,10.1111/j.1526-100X.2012.00905.x
DU9K7B9T,NO,2008,"Lewis, Owen T.; Gripenberg, Sofia",Insect Seed Predators and Environmental Change,Journal of Applied Ecology,10.1111/j.1365-2664.2008.01575.x
WIA34IG8,NO,2013,"Lev-Yadun, Simcha",Theoretical and Functional Complexity of White Variegation of Unripe Fleshy Fruits.,Plant signaling & behavior,
JNW2ATKV,NO,2013,"Lessa, Leonardo Guimaraes; Geise, Lena; Costa, Fabiane Nepomuceno",Effects of Gut Passage On the Germination of Seeds Ingested by Didelphid Marsupials in A Neotropical Savanna,Acta Botanica Brasilica,
GK48QXWW,NO,2006,"Lenza, Eddie; Klink, Carlos Augusto","Comportamento Fenologico De Especies Lenhosas Em Um Cerrado Sentido Restrito De Brasilia, Df",Brazilian Journal of Botany,10.1590/S0100-84042006000400013
QAHCHRGA,NO,2011,"Lenz, Johanna; Fiedler, Wolfgang; Caprano, Tanja; Friedrichs, Wolfgang; Gaese, Bernhard H.; Wikelski, Martin; Boehning-Gaese, Katrin",Seed-dispersal Distributions by Trumpeter Hornbills in Fragmented Landscapes,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2010.2383
XC62UCE6,NO,2010,"Lengyel, Szabolcs; Gove, Aaron D.; Latimer, Andrew M.; Majer, Jonathan D.; Dunn, Robert R.","Convergent Evolution of Seed Dispersal by Ants, and Phylogeny and Biogeography in Flowering Plants: A Global Survey",Perspectives in Plant Ecology Evolution and Systematics,10.1016/j.ppees.2009.08.001
22SIV748,NO,2011,"Lehouck, Valerie; Spanhove, Toon; Lens, Luc",Avian Fruit Ingestion Differentially Facilitates Seed Germination of Four Fleshy-fruited Plant Species of An Afrotropical Forest,Plant Ecology and Evolution,10.5091/plecevo.2011.503
APDBUB64,NO,2009,"Lehouck, V.; Spanhove, T.; Demeter, S.; Groot, N. E.; Lens, L.",Complementary Seed Dispersal by Three Avian Frugivores in A Fragmented Afromontane Forest,Journal of Vegetation Science,
IKBVQ3HV,NO,2009,"Lehouck, V.; Spanhove, T.; Colson, L.; Adringa-Davis, A.; Cordeiro, N. J.; Lens, L.",Habitat Disturbance Reduces Seed Dispersal of A Forest Interior Tree in A Fragmented African Cloud Forest,Oikos,10.1111/j.1600-0706.2009.17300.x
GRKEA78U,NO,2012,"Lefevre, Kara L.; Sharma, Sapna; Rodd, F. Helen",Moderate Human Disturbance of Rain Forest Alters Composition of Fruiting Plant and Bird Communities,Biotropica,10.1111/j.1744-7429.2011.00809.x
GCGXQ9BA,NO,2009,"Lefevre, Kara L.; Rodd, F. Helen",How Human Disturbance of Tropical Rainforest Can Influence Avian Fruit Removal,Oikos,10.1111/j.1600-0706.2009.17245.x
EIVK8XSR,NO,2014,"Lambert, Thomas D.; Sumpter, Kenton L.; Dittel, Jacob W.; Dupre, Samuel; Casanova, Kendra; Winker, Ashley; Adler, Gregory H.",Roads As Barriers To Seed Dispersal by Small Mammals in A Neotropical Forest,Tropical Ecology,
UP34J5G6,NO,2005,"Lambert, T. D.; Malcolm, J. R.; Zimmerman, B. L.","Effects of Mahogany (swietenia Macrophylla) Logging On Small Mammal Communities, Habitat Structure, and Seed Predation in the Southeastern Amazon Basin",Forest Ecology and Management,10.1016/j.foreco.2004.11.012
FN875ZAW,NO,2000,"Lambert, T. D.; Adler, G. H.","Microhabitat Use by A Tropical Forest Rodent, Proechimys Semispinosus, in Central Panama",Journal of Mammalogy,10.1644/1545-1542(2000)081<0070:MUBATF>2.0.CO;2
IMQVWTBH,NO,2000,"Lambert, J. E.",The Fate of Seeds Dispersed by African Apes and Cercopithecines.,American Journal of Physical Anthropology,
DAIE2DG6,NO,1998,"Lambert, J. E.; Garber, P. A.",Evolutionary and Ecological Implications of Primate Seed Dispersal,American Journal of Primatology,10.1002/(SICI)1098-2345(1998)45:1<9::AID-AJP3>3.0.CO;2-#
MZFZ5T64,NO,2004,"Kwit, C.; Levey, D. J.; Greenberg, C. H.",Contagious Seed Dispersal Beneath Heterospecific Fruiting Trees and Its Consequences,Oikos,10.1111/j.0030-1299.2004.13388.x
T7FDXBZ6,NO,2015,"Kurten, Erin L.; Wright, S. Joseph; Carson, Walter P.",Hunting Alters Seedling Functional Trait Composition in A Neotropical Forest,Ecology,10.1890/14-1735.1
D6ABH27E,NO,2008,"Kunz, Britta Kerstin; Linsenmair, Karl Eduard","The Role of the Olive Baboon (papio Anubis, Cercopithecidae) As Seed Disperser in A Savanna-forest Mosaic of West Africa",Journal of Tropical Ecology,10.1017/S0266467408005014
Q537FRRN,NO,2008,"Kunz, Britta K.; Linsenmair, K. Eduard",The Disregarded West: Diet and Behavioural Ecology of Olive Baboons in the Ivory Coast,Folia Primatologica,10.1159/000108384
Q86TUE8A,NO,2010,"Kunz, Britta K.; Linsenmair, Karl Eduard",Fruit Traits in Baboon Diet: A Comparison With Plant Species Characteristics in West Africa,Biotropica,10.1111/j.1744-7429.2009.00591.x
5BZ5FZ4E,NO,2011,"Kunz, Britta K.; Krell, Frank-Thorsten",Habitat Differences in Dung Beetle Assemblages in An African Savanna-forest Ecotone: Implications for  Secondary Seed Dispersal,Integrative Zoology,10.1111/j.1749-4877.2011.00240.x
UBNBNGW5,NO,1984,Knight RS,Patterns of Seed Dispersal in Southern African Trees,Journal of Biogeography,10.2307/2844796
QKIQ4HKG,NO,2008,"Kluger, Courtney G.; Dalling, James W.; Gallery, Rachel E.; Sanchez, Evelyn; Weeks-Galindo, Cheyenne; Arnold, A. Elizabeth",Host Generalists Dominate Fungal Communities Associated With Seeds of Four Neotropical Pioneer Species,Journal of Tropical Ecology,10.1017/S0266467408005026
CERQ2VCK,NO,2004,"Kitamura, S.; Yumoto, T.; Poonswad, P.; Chuailua, P.; Plongmai, K.",Characteristics of Hornbill-dispersed Fruits in A Tropical Seasonal Forest in Thailand,Bird Conservation International,10.1017/S0959270905000389
3WXF7QMF,NO,2007,"Kissling, W. Daniel; Rahbek, Carsten; Boehning-Gaese, Katrin",Food Plant Diversity As Broad-scale Determinant of Avian Frugivore Richness,Proceedings of the Royal Society B-Biological Sciences,10.1098/rspb.2006.0311
KK52ABBH,NO,2008,"Kirika, Jasper Mbae; Farwig, Nina; Boehning-Gaese, Katrin",Effects of Local Disturbance of Tropical Forests On Frugivores and Seed Removal of A Small-seeded Afrotropical Tree,Conservation Biology,10.1111/j.1523-1739.2007.00874.x
4UQVU8MS,NO,2010,"Kirika, Jasper Mbae; Boehning-Gaese, Katrin; Dumbo, Bonny; Farwig, Nina",Reduced Abundance of Late-successional Trees But Not of Seedlings in Heavily Compared With Lightly Logged Sites of Three East African Tropical Forests,Journal of Tropical Ecology,10.1017/S0266467410000283
97AF9E4A,NO,1996,"Kerley, G. I. H.; McLachlan, A.; Castley, J. G.","Diversity and Dynamics of Bushpockets in the Alexandria Coastal Dunefield, South Africa",Landscape and Urban Planning,10.1016/0169-2046(95)00224-3
UR7HP89K,NO,2001,"Kemp, A. C.",The Role of Species Limits and Biology in the Conservation of African Hornbills,Ostrich,
M2CF8IH8,NO,2008,"Kelm, Detlev H.; Wiesner, Kerstin R.; von Helversen, Otto",Effects of Artificial Roosts for  Frugivorous Bats On Seed Dispersal in A Neotropical Forest Pasture Mosaic,Conservation Biology,10.1111/j.1523-1739.2008.00925.x
GGZAUAM6,NO,2000,"Justiniano, M. J.; Fredericksen, T. S.",Phenology of Tree Species in Bolivian Dry Forests,Biotropica,10.1111/j.1744-7429.2000.tb00470.x
A7Z5DCRR,NO,1992,"Jung, RE",Individual Variation in Fruit Choice by American Robins (turdus-migratorius),Auk,
D79J6HJ8,NO,1996,"Julliot, C.",Fruit Choice by Red Howler Monkeys (alouatta Seniculus) in A Tropical Rain Forest,American Journal of Primatology,
52RM2XS6,NO,1993,"LaFerreire, D.",Radio-tracking Observations On Ranging and Foraging Patterns by Kinkajous (potos-flavus) in French-guiana,Journal of Tropical Ecology,
CJMV45HV,NO,2008,"Jorge, Maria Luisa S. P.",Effects of Forest Fragmentation On Two Sister Genera of Amazonian Rodents (myoprocta Acouchy and Dasyprocta Leporina),Biological Conservation,10.1016/j.biocon.2007.11.013
R5V9XW5D,NO,2003,"Jones, F. A.; Peterson, C. J.; Haines, B. L.","Seed Predation in Neotropical Pre-montane Pastures: Site, Distance, and Species Effects",Biotropica,10.1111/j.1744-7429.2003.tb00281.x
M4K2NZHQ,NO,2011,"Johnson, Erik I.; Stouffer, Philip C.; Vargas, Claudeir F.","Diversity, Biomass, and Trophic Structure of A Central Amazonian Rainforest Bird Community",Revista Brasileira De Ornitologia,
QN9HVASP,NO,2011,"Jara-Guerrero, Andrea; De la Cruz, Marcelino; Mendez, Marcos",Seed Dispersal Spectrum of Woody Species in South Ecuadorian Dry Forests: Environmental Correlates and the Effect of Considering Species Abundance,Biotropica,10.1111/j.1744-7429.2011.00754.x
F85HM4NB,NO,1983,"Janson, CH",Adaptation of Fruit Morphology To Dispersal Agents in A Neotropical Forest,Science,10.1126/science.219.4581.187
DEIXU6K6,NO,2011,"Ishara, Katia Losano; Sindronia Maimoni-Rodella, Rita de Cassia",Pollination and Dispersal Systems in A Cerrado Remnant (brazilian Savanna) in Southeastern Brazil,Brazilian Archives of Biology and Technology,
IRM6AB8T,NO,2001,"Ibarra-Manriquez, G.; Ramos, M. M.; Oyama, K.",Seedling Functional Types in A Lowland Rain Forest in Mexico,American Journal of Botany,10.2307/3558356
BTFR8XG8,NO,2011,"Hopkins, Mariah E.",Mantled Howler (alouatta Palliata) Arboreal Pathway Networks: Relative Impacts of Resource Availability and Forest Structure,International Journal of Primatology,10.1007/s10764-010-9464-9
